"Car Stereo Double 2 Din Android 11 GPS Radio Compatible with Audi A3 8P S3 RS3 Sportback,7 Inch HD Touch Screen Navigation Head Unit with Bluetooth DVD Player WiFi Backup Camera USB SWC Subwoofer",390.09,191,1,3,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\61Stf-bf5pL._AC_UL320_.jpg
j Junsun Android 10.0 Car Radio Stereo for Nissan Sentra 2012-2017 HD1080P 10 inch IPS Touch Screen with WiFi GPS Navigation Built-in DSP Bluetooth Supports Full RCA Output Backup Camera OBD Carplay,220.0,131,1,3,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\71eljWtLDcL._AC_UL320_.jpg
"2021 Car Reversing Camera AHD 1080P 7 Inch LCD Display with Super Night Vision and Metal IP68 Waterproof Camera, Support Guide Line On/Off, for Trailer/Truck/RV/Van/Trailer with 49.2ft Extension Cable",274.75,123,1,3,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\71ObaRLHtBL._AC_UL320_.jpg
SHIVISION 2.4GHz Digital Wireless AHD Forklift Camera System 4 Channel 7 Inch AHD Monitor and Waterproof AHD 720p Front View Magnetic Forklift Camera for Forklift/Reach Forklifts,497.18,49,1,3,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\51DnhhrQlFL._AC_UL320_.jpg
"MSYAISX Cell Phone Holder for Car,Vent Car Phone Mount Universal 2021 Upgrade Ultra Stable Car Phone Holder Hands Free Easy Clamp Cradle in Vehicle Compatible with All Apple iPhone Android Smartphone",411.53,72,1,3,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\61L7Os-UEtL._AC_UL320_.jpg
"KWOLYKIM Cell Phone Kickstand, 2021 Silvery Multi-Angle Aluminum Phone Kickstand Adjustable Angle 180 Degree Vertical and Horizontal Back Stand",365.68,182,1,4,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\51b+9G3ZwCL._AC_UL320_.jpg
"Ailun Glass Screen Protector Compatible for iPhone 11/iPhone XR, 6.1 Inch 3 Pack Tempered Glass",7.98,41,1,4,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\81MZ5D1wHpL._AC_UL320_.jpg
iPhone Charger [Apple MFi Certified] QIRUOZ 5Pack(3/3/6/6/10FT) Compatible iPhone 12Pro Max/12Pro/12/11/Pro/Xs Max/X/8 and More-Silver&White,12.99,69,1,4,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\71frLPnVhqL._AC_UL320_.jpg
"Mkeke Compatible with iPhone XR Screen Protector, iPhone 11 Screen Protector, Tempered Glass Film for Apple iPhone XR and iPhone 11, 3-Pack Clear",8.99,131,1,4,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\71nK-Ti90+L._AC_UL320_.jpg
SAMSUNG: EVO Select 128GB MicroSDXC UHS-I U3 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB-ME128HA),25.67,64,1,4,C:\Users\Yakup Bilen\PycharmProjects\database\scraping\images\81axmUuRHrL._AC_UL320_.jpg
